Serial No,Name,University,Course,Year,Status,GRE_SCORE,Eng_test,Test_score,Undergrad_score,work_ex,Ranking
2427,ishitap2018,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,311,ENG TEST,0,68%,45,40
2428,sowmyan88,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,310,IELTS,7.5,9.5 CGPA ,24,40
2430,VAP34120,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,315,IELTS,8,7.02 CGPA ,4,40
2431,vivekku9944,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,293,TOEFL,82,55%,22,40
2432,hjkkjg,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,8 CGPA ,6,40
2433,aviralpushkarna,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,7.71 CGPA ,0,40
2435,shashi284,University of Pennsylvania,Management Information System,Fall 2016 ,Interested,315,TOEFL,104,8.54 CGPA ,30,40
2436,diviraj,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,303,TOEFL,103,9 CGPA ,2,40
2438,rohitnairj,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,308,ENG TEST,0,8.5 CGPA ,40,40
2440,Raveesh94,University of Pennsylvania,Management Information System,Fall 2019 ,Interested,320,ENG TEST,0,7.69 CGPA ,7,40
2442,pullu03,University of Pennsylvania,Management Information System,Fall 2018 ,Interested,314,TOEFL,103,7.3 CGPA ,32,40
2443,rosette,University of Pennsylvania,Management Information System,Fall 2017 ,Interested,302,ENG TEST,0,70%,60,40
2444,Divij Kishore,University of Pennsylvania,Management Information System,Spring 2019 ,Interested,290,TOEFL,91,7.3 CGPA ,48,40
2448,Mukilraj,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Applied,306,TOEFL,85,8.52 CGPA ,25,15
2449,danny6992,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Applied,298,TOEFL,80,62%,30,15
2450,Prajesh06,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Applied,299,ENG TEST,0,71%,33,15
2451,vikas24n,University of Texas at Dallas,Information Technology and Management,Spring 2018 ,Applied,307,TOEFL,85,73%,14,15
2452,rmure04,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,307,TOEFL,107,8 CGPA ,18,15
2453,akshay-gavandi,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,304,TOEFL,101,64.91%,26,15
2454,zombie,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,309,ENG TEST,0,60%,0,15
2455,Bwaj,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,306,IELTS,8,7.46 CGPA ,19,15
2456,Sammy10,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,311,TOEFL,108,7.4 CGPA ,6,15
2457,himanksahai,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,295,TOEFL,84,64.50%,44,15
2458,jay27,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,301,IELTS,7,6.61 CGPA ,23,15
2459,sidsingh0208,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,309,TOEFL,97,69.75%,45,15
2460,NarenSham,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,317,TOEFL,105,6.33 CGPA ,57,15
2461,Apartani,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,306,TOEFL,94,65%,36,15
2462,theankitsingh,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Applied,311,TOEFL,108,7.8 CGPA ,0,15
2463,honey07,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,310,TOEFL,90,7.31 CGPA ,36,15
2464,pd1193,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Applied,305,TOEFL,95,7.27 CGPA ,13,15
2467,amalk51,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,313,TOEFL,110,5.3 CGPA ,2,15
2468,bodepudi,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Admit,308,IELTS,7,81%,20,15
2469,Sindhuveer,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,300,TOEFL,87,63%,30,15
2470,Sohini014,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,313,TOEFL,100,65%,12,15
2471,nidhisa1989,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,306,TOEFL,96,73%,60,15
2473,sureshpv,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,310,TOEFL,115,68%,16,15
2474,karthi2996,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,306,TOEFL,87,8.2 CGPA ,8,15
2475,Sammy21,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,310,TOEFL,93,87.60%,19,15
2476,GarimaK,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,308,TOEFL,98,6.94 CGPA ,36,15
2477,manya-umamahesh,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,297,TOEFL,0,57.90%,3,15
2478,somenbag,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,309,IELTS,0,72.12%,25,15
2479,bharathreddii,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,305,TOEFL,104,6.24 CGPA ,0,15
2480,Rushikesh420,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,298,TOEFL,0,57.43%,6,15
2481,Mitali5,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,316,TOEFL,0,7.1 CGPA ,0,15
2482,sankyv4,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,312,IELTS,7,7.56 CGPA ,20,15
2484,Snehaw,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Admit,299,TOEFL,97,72.30%,48,15
2485,ne89si,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,295,TOEFL,84,69%,60,15
2486,Veedee,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,309,TOEFL,117,70%,12,15
2487,happsa,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,285,IELTS,6.5,67%,12,15
2488,Prernsha,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Reject,297,TOEFL,94,8.5 CGPA ,27,15
2489,parthvaghasiya,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,297,IELTS,6.5,7.15 CGPA ,0,15
2490,Nityanand2009,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,297,TOEFL,89,69%,26,15
2491,vaibhav.bavishi,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,300,TOEFL,98,7.26 CGPA ,6,15
2492,harsharma91,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,304,IELTS,7,66.50%,45,15
2493,ShreyasT,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,299,IELTS,6.5,7.52 CGPA ,4,15
2494,MananShah24,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,305,TOEFL,86,74%,36,15
2495,AshishMS,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,302,TOEFL,102,66.10%,34,15
2496,vaishya,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,301,TOEFL,106,61%,37,15
2497,adi-chauhan-1991991,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,308,TOEFL,106,74.50%,22,15
2498,rajiv6,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,306,TOEFL,102,72%,40,15
2499,AvinashPallerlamudi,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,300,TOEFL,86,84%,36,15
2500,Samywad91,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Reject,301,TOEFL,85,62%,37,15
2501,nickjuschill,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,306,TOEFL,103,8.38 CGPA ,41,15
2502,bhavana1992,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Reject,309,TOEFL,105,62%,24,15
2504,pranay1996,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,310,TOEFL,99,6.48 CGPA ,12,15
2505,SakshiMsUs,University of Texas at Dallas,Information Technology and Management,Spring 2018 ,Interested,304,TOEFL,95,67%,35,15
2506,MAYURESHB5,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,317,TOEFL,102,54%,12,15
2507,devusavla,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,305,ENG TEST,0,70%,18,15
2508,Ramoji,University of Texas at Dallas,Information Technology and Management,Spring 2019 ,Interested,311,TOEFL,97,62.30%,117,15
2509,Ankurchintu,University of Texas at Dallas,Information Technology and Management,Fall 2019 ,Interested,315,IELTS,7.5,60%,30,15
2510,rasan,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,305,IELTS,6,9 CGPA ,49,15
2511,Shriya16,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,312,TOEFL,103,75%,17,15
2513,Sangam121,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,301,IELTS,7,68%,36,15
2514,Kunalkk19,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,288,TOEFL,78,65%,36,15
2515,banana,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,309,TOEFL,93,65%,18,15
2516,HarveySpectre,University of Texas at Dallas,Information Technology and Management,Fall 2018 ,Interested,315,IELTS,7,9 CGPA ,7,15
2518,akshayasivakumar,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Interested,303,TOEFL,93,8.27 CGPA ,21,15
2519,Pranayjeet,University of Texas at Dallas,Information Technology and Management,Fall 2017 ,Interested,307,TOEFL,96,64.17%,30,15
2520,Nitinmanik,University of Texas at Dallas,Information Technology and Management,Spring 2017 ,Interested,310,TOEFL,100,54%,0,15
2522,deeptigm,University of Texas at Dallas,Information Technology and Management,Fall 2016 ,Interested,306,TOEFL,109,8.34 CGPA ,3,15
2525,varsha1507,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,289,TOEFL,94,70%,30,18
2526,Nikhita Methwani,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,82,66%,44,18
2527,Sr7,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,307,IELTS,7,5.87 CGPA ,9,18
2528,Jayantmandhare,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,294,TOEFL,89,58%,34,18
2529,Kaavya48,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,102,7.32 CGPA ,0,18
2530,preranaS,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,298,TOEFL,0,7.12 CGPA ,1,18
2531,bhumiii3,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,TOEFL,98,6.08 CGPA ,0,18
2532,JohailSherieff,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,295,TOEFL,80,6.06 CGPA ,10,18
2533,Mesram,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,IELTS,6.5,7.63 CGPA ,29,18
2534,AishDubey,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,297,TOEFL,0,7.56 CGPA ,3,18
2535,Twinkle02,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,294,IELTS,7.5,60%,7,18
2536,vipul955,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,305,TOEFL,0,74%,3,18
2537,shreeya17,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,300,TOEFL,92,72.39%,44,18
2538,sudhir rai,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,306,IELTS,7,71.98%,48,18
2540,darshan bhansali,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,301,TOEFL,92,62%,5,18
2541,amansingh007,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,89,7.13 CGPA ,38,18
2542,sau1404,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,292,TOEFL,87,61%,18,18
2543,HarshaSannapaneni,University of Texas at Arlington,Management Information System,Fall 2018 ,Applied,295,IELTS,6.5,7.4 CGPA ,24,18
2545,Prateeksha1,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,299,TOEFL,94,76.90%,46,18
2546,reynuca,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,304,TOEFL,99,57%,6,18
2547,pranalimore808atgmail.com,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,305,ENG TEST,0,7.1 CGPA ,0,18
2548,AishwaryaPV,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,301,TOEFL,91,58%,40,18
2549,yashhhhh,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,298,TOEFL,91,5.39 CGPA ,3,18
2550,vishalraju,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,297,TOEFL,88,60%,0,18
2551,niteshnm,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,115,71.50%,48,18
2552,Ajit-Kumar,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,303,TOEFL,81,75%,37,18
2553,shubhm,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,307,TOEFL,0,74%,15,18
2554,ashmarine,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,298,TOEFL,0,70%,5,18
2555,bharathreddii,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,305,TOEFL,104,6.24 CGPA ,0,18
2556,Rohan14,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,96,68.68%,41,18
2557,yameen,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,296,IELTS,6.5,7.95 CGPA ,19,18
2558,pawmus,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,313,TOEFL,99,8.52 CGPA ,49,18
2559,VivekShakya,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,310,TOEFL,102,59%,53,18
2560,Aayushbaid,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,299,TOEFL,105,78%,2,18
2561,drish1234,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,300,TOEFL,92,6 CGPA ,12,18
2562,sankalp2610,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,306,TOEFL,99,74%,0,18
2563,Raja1119,University of Texas at Arlington,Management Information System,Fall 2018 ,Admit,304,TOEFL,87,75%,32,18
2564,ChinmayArolkar,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,298,TOEFL,82,6.22 CGPA ,0,18
2565,hjhimanshujoshi529,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,302,TOEFL,102,5.6 CGPA ,8,18
2566,dakshgupta,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,310,TOEFL,0,7.3 CGPA ,2,18
2568,AdityaShri1995,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,296,TOEFL,90,5.67 CGPA ,8,18
2569,Cherish,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,294,TOEFL,87,69.44%,25,18
2570,Rushikesh420,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,298,TOEFL,0,57.43%,6,18
2571,ramana411,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,304,IELTS,6.5,68%,47,18
2572,manvi07,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,292,IELTS,6.5,66%,7,18
2573,Monish77,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,289,IELTS,7.5,64%,9,18
2574,Akkshayy,University of Texas at Arlington,Management Information System,Fall 2018 ,Reject,292,TOEFL,85,6.53 CGPA ,9,18
2575,gumiho,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,289,IELTS,7,78.53%,24,18
2576,Tejas S,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,291,IELTS,6.5,60%,7,18
2577,anusha0998,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,297,IELTS,6,59%,12,18
2578,memrunmayee,University of Texas at Arlington,Management Information System,Spring 2018 ,Reject,288,TOEFL,94,7.15 CGPA ,0,18
2579,ballog25,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,295,TOEFL,95,60%,23,18
2580,hirenp,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,307,TOEFL,84,6.3 CGPA ,24,18
2581,danishanwar,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,300,TOEFL,96,75%,60,18
2582,Rajashekar,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,297,TOEFL,79,63.23%,0,18
2583,SGC,University of Texas at Arlington,Management Information System,Fall 2017 ,Reject,305,IELTS,6.5,7.2 CGPA ,0,18
2588,sandeepyadav599,University of Texas at Arlington,Management Information System,Fall 2020 ,Interested,310,TOEFL,92,5.5 CGPA ,0,18
2589,PrachiTembhekar,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,290,ENG TEST,0,76%,0,18
2591,Arpi99,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,281,IELTS,6.5,74%,60,18
2596,Sravya999,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,296,IELTS,6.5,8.34 CGPA ,0,18
2597,Venkateshsivakumar,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,296,TOEFL,81,7.37 CGPA ,43,18
2598,SanGoku,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,293,TOEFL,91,60.64%,48,18
2602,JashKT,University of Texas at Arlington,Management Information System,Fall 2019 ,Interested,316,ENG TEST,0,9 CGPA ,12,18
2603,Ram1199,University of Texas at Arlington,Management Information System,Spring 2019 ,Interested,305,IELTS,7,62%,8,18
2605,BrianPeterson,University of Texas at Austin,Management Information System,Fall 2019 ,Applied,325,ENG TEST,0,70%,2,41
2606,mona_sachdev,University of Texas at Austin,Management Information System,Spring 2019 ,Applied,322,TOEFL,110,7.7 CGPA ,40,41
2607,Anand31,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,314,TOEFL,0,63.28%,40,41
2608,Sonajan,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,314,ENG TEST,0,80.68%,48,41
2609,vareddy,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,328,TOEFL,109,62%,33,41
2610,garina,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,319,TOEFL,113,78.40%,25,41
2611,Ashwin53,University of Texas at Austin,Management Information System,Spring 2017 ,Applied,314,TOEFL,101,7.351 CGPA ,46,41
2612,Shreyash,University of Texas at Austin,Management Information System,Fall 2017 ,Applied,329,ENG TEST,0,85.20%,10,41
2613,taxi ,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,314,TOEFL,100,60%,0,41
2614,Sidaxelrod,University of Texas at Austin,Management Information System,Fall 2018 ,Applied,322,TOEFL,101,58.89%,24,41
2615,lampard,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,320,TOEFL,100,68%,0,41
2616,tusharkoul,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,326,TOEFL,114,8.6 CGPA ,36,41
2617,uvaish,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,327,TOEFL,113,8 CGPA ,0,41
2618,malhota,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,299,IELTS,7.5,78%,0,41
2619,sandeeprayal,University of Texas at Austin,Management Information System,Spring 2016 ,Applied,295,IELTS,7,68.90%,0,41
2620,yogitaravi,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,330,TOEFL,110,8.32 CGPA ,20,41
2621,adityasingh92,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,320,TOEFL,102, 7 CGPA ,30,41
2622,parthj,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,304,TOEFL,108,69.50%,0,41
2623,oriondias,University of Texas at Austin,Management Information System,Fall 2016 ,Applied,296,ENG TEST,0,60%,0,41
2626,mihir0412,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,315,TOEFL,110,8.6 CGPA ,3,41
2627,Ankita Tapadia,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,318,TOEFL,0,67%,16,41
2628,VLO,University of Texas at Austin,Management Information System,Spring 2019 ,Admit,311,TOEFL,98,7 CGPA ,40,41
2629,bara,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,320,TOEFL,108,65%,41,41
2630,Badgalriri,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,328,TOEFL,0,7.6 CGPA ,0,41
2631,Triplek,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,311,TOEFL,102,74%,85,41
2632,TylerGAT17,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,311,TOEFL,100,8.2 CGPA ,0,41
2633,Pankajnarcisst,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,71%,76,41
2634,Anuja1011,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,309,TOEFL,103,74.10%,13,41
2635,HubbaHubba,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,60.32%,39,41
2636,AmanGupta95,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,324,TOEFL,0,7.85 CGPA ,0,41
2637,Aparna-tamu,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,314,TOEFL,96,76.80%,12,41
2638,RoshniDas,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,314,IELTS,8,77.20%,20,41
2639,gdk4850,University of Texas at Austin,Management Information System,Spring 2018 ,Admit,324,TOEFL,109,75%,40,41
2640,Hello Sam,University of Texas at Austin,Management Information System,Fall 2018 ,Admit,308,IELTS,7.5,70%,84,41
2641,Shruti1612,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,316,TOEFL,115,9.3 CGPA ,27,41
2642,Akshat,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,323,TOEFL,111,9.7 CGPA ,2,41
2643,AmberRaza,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,314,ENG TEST,0,8.67 CGPA ,25,41
2644,lipisoni,University of Texas at Austin,Management Information System,Fall 2017 ,Admit,310,TOEFL,104,66%,52,41
2645,Zo,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,305,TOEFL,95,8.54 CGPA ,34,41
2646,Harishb,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,329,TOEFL,0,75%,144,41
2647,Varunreddy5,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,313,TOEFL,97,80%,25,41
2648,Amit Sachdeva,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,314,IELTS,0,76%,2,41
2649,VarunSG,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,326,TOEFL,113,7.75 CGPA ,6,41
2650,josephnp732,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,307,TOEFL,0,77.34%,1,41
2651,Sidghorawat,University of Texas at Austin,Management Information System,Fall 2018 ,Reject,311,TOEFL,91,8.44 CGPA ,20,41
2652,Abhikulk,University of Texas at Austin,Management Information System,Fall 2017 ,Reject,303,TOEFL,95,61.10%,27,41
2653,rsinha09,University of Texas at Austin,Management Information System,Fall 2016 ,Reject,313,TOEFL,103,67%,36,41
2654,ujjwalvaish,University of Texas at Austin,Management Information System,Fall 2016 ,Reject,327,TOEFL,113,8 CGPA ,30,41
2659,ManeeshMettu,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,315,TOEFL,112,8.3 CGPA ,12,41
2661,aviralpushkarna,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,318,ENG TEST,0,7.71 CGPA ,0,41
2662,srinivas1708,University of Texas at Austin,Management Information System,Fall 2018 ,Interested,302,TOEFL,112,8.5 CGPA ,12,41
2664,Namrathan,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,312,TOEFL,114,64%,22,41
2667,Sujesh,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,321,TOEFL,114,7.58 CGPA ,38,41
2668,Siddhu741,University of Texas at Austin,Management Information System,Spring 2019 ,Interested,324,TOEFL,106,7.49 CGPA ,55,41
2669,aman2129,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,326,TOEFL,99,8.322 CGPA ,12,41
2670,ambitasu1991,University of Texas at Austin,Management Information System,Spring 2019 ,Interested,322,ENG TEST,0,70%,60,41
2671,vaibhav7117,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,292,TOEFL,77,6 CGPA ,10,41
2673,rohinik,University of Texas at Austin,Management Information System,Fall 2019 ,Interested,296,TOEFL,100,8.05 CGPA ,48,41
2676,Prajesh06,University of Utah,Management Information System,Fall 2018 ,Applied,299,ENG TEST,0,71%,33,39
2677,Aashesh,University of Utah,Management Information System,Fall 2018 ,Applied,308,IELTS,7.5,7.95 CGPA ,18,39
2678,scarstruck4,University of Utah,Management Information System,Fall 2017 ,Applied,308,TOEFL,101,5.9 CGPA ,21,39
2679,Adi2812,University of Utah,Management Information System,Fall 2017 ,Applied,311,TOEFL,102,6.34 CGPA ,27,39
2680,swami,University of Utah,Management Information System,Fall 2017 ,Applied,312,TOEFL,96,7.81 CGPA ,44,39
2681,Surendra4473,University of Utah,Management Information System,Fall 2017 ,Applied,305,TOEFL,87,68%,60,39
2682,Romitshah,University of Utah,Management Information System,Fall 2017 ,Applied,305,TOEFL,101,60.68%,36,39
2683,hshaikh,University of Utah,Management Information System,Fall 2017 ,Applied,312,TOEFL,115,73%,33,39
2684,mangeetha,University of Utah,Management Information System,Fall 2017 ,Applied,302,IELTS,6.5,69.40%,50,39
2686,Jaiwant,University of Utah,Management Information System,Fall 2018 ,Admit,301,TOEFL,93,83.50%,20,39
2687,deep0903,University of Utah,Management Information System,Fall 2018 ,Admit,302,IELTS,7.5,63.20%,32,39
2688,MAnkeerat,University of Utah,Management Information System,Fall 2018 ,Admit,300,TOEFL,99,7.14 CGPA ,39,39
2690,akhilesh910,University of Utah,Management Information System,Fall 2018 ,Admit,307,TOEFL,97,67%,48,39
2691,mohitghodake,University of Utah,Management Information System,Fall 2018 ,Admit,311,TOEFL,98,7.31 CGPA ,25,39
2692,Snehaw,University of Utah,Management Information System,Fall 2018 ,Admit,299,TOEFL,97,72.30%,48,39
2693,Triplek,University of Utah,Management Information System,Fall 2018 ,Admit,311,TOEFL,102,74%,85,39
2694,Avanti Parchand,University of Utah,Management Information System,Fall 2018 ,Admit,314,TOEFL,99,65%,30,39
2695,Girih,University of Utah,Management Information System,Fall 2018 ,Admit,307,TOEFL,101,8.63 CGPA ,45,39
2696,SauravD,University of Utah,Management Information System,Fall 2018 ,Admit,323,TOEFL,108,7.7 CGPA ,0,39
2697,cmpandya29,University of Utah,Management Information System,Fall 2018 ,Admit,304,TOEFL,0,7.13 CGPA ,38,39
2698,Prakirn,University of Utah,Management Information System,Fall 2018 ,Admit,321,TOEFL,104,6.541 CGPA ,2,39
2699,pratzpurohit,University of Utah,Management Information System,Fall 2018 ,Admit,313,TOEFL,109,81.74%,25,39
2700,sammi,University of Utah,Management Information System,Fall 2018 ,Admit,297,IELTS,0,87%,7,39
2701,Sukrit07,University of Utah,Management Information System,Fall 2018 ,Admit,324,TOEFL,109,6.2 CGPA ,40,39
2702,Saikumar91,University of Utah,Management Information System,Fall 2018 ,Admit,297,TOEFL,81,62%,46,39
2703,harshu31,University of Utah,Management Information System,Fall 2018 ,Admit,311,TOEFL,102,9.06 CGPA ,11,39
2704,bara,University of Utah,Management Information System,Fall 2018 ,Admit,320,TOEFL,108,65%,41,39
2705,ALI52,University of Utah,Management Information System,Fall 2018 ,Reject,309,TOEFL,0,6.03 CGPA ,28,39
2706,Mano007,University of Utah,Management Information System,Fall 2018 ,Reject,307,IELTS,7,77.29%,28,39
2707,abhijay22,University of Utah,Management Information System,Fall 2018 ,Reject,319,TOEFL,101,6.57 CGPA ,15,39
